id,text,difficulty,category,status,group
w_a9a1c750dc,піднесення,hard,emotions,reject,
w_9f98082b52,підніжжя,easy,nature,core,
w_7b614776ad,підошва,easy,clothing,core,
w_8b9449b8fc,підпис,easy,work,core,
w_c3f0881f59,підписник,medium,internet,core,
w_30321b0b64,підручник,easy,school,core,
w_8db096faab,підсвічник,easy,home,core,
w_809b50e179,підтримка,easy,relationships,reject,
w_83d540ab55,підтягування,easy,actions,core,
w_6208467466,підтяжки,easy,clothing,core,
w_c819f9732a,піжама,easy,clothing,core,
w_d07720c80a,пікнік,easy,actions,core,
w_b4ab5c1028,пілот,easy,professions,core,
w_18f5b6e938,пільга,easy,society,reject,
w_27cfaa0620,пін-код,easy,technology,core,
w_c64bcb059f,пінг-понг,easy,sports,core,
w_fbf2aacd6e,пінгвін,easy,animals,core,
w_abc7423263,пір'я,easy,animals,core,
w_fa68bc40a2,піраміда,easy,history,core,
w_b26e162669,піранья,easy,animals,core,
w_672e80b551,пірат,easy,professions,core,
w_c66be6314c,пірнання,easy,actions,core,
w_473b2d2a2c,пісня,easy,music,core,
w_ba7c590a6b,пісок,easy,nature,core,pisok
w_ac5ecb62cf,пісочниця,easy,games,core,pisok
w_6c24d56a7c,піт,easy,body,core,
w_ae51f4db74,пітон,easy,animals,core,
w_bafda9e6ff,піца,easy,food,core,
w_8567c349a2,піцерія,easy,places,core,
w_ca5a95db93,піч,easy,home,core,
w_814a9386de,пішохід,easy,people,core,pishohid
w_a9f9090200,пішохідний перехід,medium,transport,core,pishohid
w_642d0bcf06,плавання,easy,actions,core,plavky
w_a3f76f2784,плавки,easy,clothing,core,plavky
w_690f88259c,плавник,easy,animals,core,plavky
w_6011f6ba8e,план,easy,abstract,reject,
w_aa3dc7ae7f,планетарій,easy,places,core,planeta
w_67bf4043d7,планшет,easy,technology,core,
w_53ab73ee94,пластилін,easy,games,core,
w_2e08ea52d5,пластир,easy,body,core,
w_68761b0a1d,пластівці,easy,food,core,
w_b46bc69182,платівка,easy,music,core,
w_0e1199d9ad,платіж,easy,work,core,
w_fe2deef95e,плащ,easy,clothing,core,
w_39802e3471,плед,easy,home,core,
w_6636874492,плейлист,easy,technology,core,
w_e4c7454cab,племінник,easy,family,core,pleminnyk
w_1aa2c5bf9a,племінниця,easy,family,core,pleminnyk
w_f3696234bb,плескання,easy,actions,core,
w_30be02a5c0,плече,easy,body,core,
w_429f1070a6,плітки,easy,relationships,reject,
w_d1a19ef022,плов,easy,food,core,
w_126b0809c8,плоскогубці,medium,tools,core,
w_7a68ce5197,пляж,easy,places,core,
w_40a43c19ba,пляшка,easy,home,core,
w_32b614591f,побажання,easy,holidays,core,
w_c1ac0e47b9,побачення,easy,relationships,core,
w_ad52ea7ea1,пов'язка,easy,body,core,
w_e291a5c205,повербанк,easy,technology,core,
w_190b0342d5,повзання,easy,actions,core,
w_a1d3856bd9,повзунки,easy,clothing,core,
w_47ab2beef6,повінь,easy,nature,core,
w_999355860d,повітряна кулька,medium,games,core,viter
w_63a2ed9bdc,повітряна куля,medium,transport,core,viter
w_350d905a38,повітряна тривога,medium,events,core,viter
w_02a6e1fa65,повітряний змій,medium,games,core,viter
w_065110824b,погроза,easy,behavior,reject,
w_910f20ec15,подарунок,easy,holidays,core,paket
w_6cd9f92661,податок,easy,society,reject,
w_29e9c36595,подача,medium,sports,core,
w_7485e1b05a,подив,medium,emotions,reject,
w_03f34d941c,подіум,medium,sports,core,
w_e408bf03fd,подкаст,easy,technology,core,
w_35ec9cda46,подовжувач,easy,technology,core,
w_2b0409f229,подорож,easy,travel,core,
w_30d6e7a912,подруга,easy,people,core,
w_2bd75f4301,подружжя,easy,family,core,
w_8228ce8b72,подряпина,easy,body,core,
w_56223249da,подушка,easy,home,core,poduha
w_ec896aacbd,подушка безпеки,medium,transport,core,poduha
w_ab39a2dd1d,подяка,easy,behavior,core,
w_e7815a0325,поет,easy,professions,core,
w_48ce421c71,пожежа,easy,events,core,fire
w_aa1c0f15b5,пожежна машина,medium,transport,core,fire
w_a631bacf65,пожежник,easy,professions,core,fire
w_8ee11e7231,позашляховик,easy,transport,core,
w_280389cd93,позіхання,easy,actions,core,
w_5159c3ebe7,поїзд,easy,transport,core,poizd
w_1a79bf277c,поїздка,easy,travel,core,poizd
w_676fa769c5,покарання,easy,abstract,core,
w_07335d2ffe,поклон,easy,actions,core,
w_87ac38ea8b,покривало,easy,home,core,
w_242d36ff0f,покупець,easy,people,core,pokupets
w_8a7fdd03da,покупка,easy,actions,core,pokupets
w_0957de9384,поле,easy,nature,core,
w_8e90db456a,полегшення,easy,emotions,core,
w_73d88068b5,полиця,easy,home,core,
w_71d8757f26,полігон,easy,places,core,
w_23f7202bd2,поліцейська машина,medium,transport,core,police
w_c92f2bd8d4,поліцейський,easy,professions,core,police
w_04a837bd7e,поліція,easy,places,core,police
w_88c20f9469,поло,easy,clothing,core,
w_106f83fb6b,полонина,hard,nature,core,
w_70b34ec51a,полоскання,easy,actions,core,
w_704a0f735d,Полтава,easy,cities,core,
w_2ffbc7ebb7,полуниця,easy,food,core,
w_5d7bd00d31,помилка,easy,abstract,core,
w_ac9a205eed,помідор,easy,food,core,
w_f03af91581,помічник,easy,people,core,
w_7c1e4b0b90,понеділок,easy,events,core,
w_f793a2a3c6,поні,easy,animals,core,
w_893ccf609c,пончик,easy,food,core,
w_8f961cb225,пончо,medium,clothing,core,
w_2911a726e1,попіл,easy,nature,core,
w_a41210c927,попкорн,easy,food,core,
w_94b4545346,поразка,easy,abstract,core,
w_5ff3abef9b,поріг,easy,home,core,
w_60c0eeeb68,паром,medium,transport,core,
w_ec505f3789,порося,easy,animals,core,
w_71f34af6e5,порт,easy,places,core,
w_d82eb1e799,портфель,easy,clothing,core,
w_ae46c9a420,посада,easy,work,core,
w_9b346c6b8c,посилання,easy,internet,core,
w_fe1082de02,посольство,easy,places,core,
w_e55064d24e,поспіх,medium,actions,core,
w_96949ca529,пост,easy,internet,core,
w_1d90b22a8c,постановка,medium,movies,core,
w_c49fc82e97,постер,easy,movies,core,
w_3c94cbe48b,посуд,easy,home,core,
w_e29ce9cb93,посуха,easy,nature,core,
w_5c5c0b09e4,потилиця,easy,body,core,
w_68e4a9a817,похвала,easy,behavior,reject,
w_66562cae3d,похід,easy,actions,core,
w_f96f560130,поцілунок,easy,relationships,core,
w_924d4d1c2c,початок,easy,abstract,reject,
w_36b1f4f8d0,пошта,easy,places,core,
w_bce6792ada,пошук,easy,actions,core,
w_3a5d7ad5e4,ППО,easy,technology,core,ppo_root
w_a62530428b,права,medium,society,reject,
w_ce605dbb3c,правда,easy,abstract,reject,
w_5d1611f2fb,правило,easy,abstract,reject,
w_ff136e43a1,Прага,easy,cities,core,
w_408c526446,прадід,easy,family,core,
w_0beead88ed,пральна машина,medium,home,core,
w_a710389537,прання,easy,actions,core,
w_b6fdd81402,прапор,easy,society,core,
w_ebbc836fa7,прасування,easy,actions,core,praska
w_39efe4465a,працьовитість,medium,personality,core,
w_99140ad180,презентація,easy,events,core,
w_720df97428,прем'єра,easy,movies,core,
w_868aafa82e,премія,easy,work,core,
w_f3ad8e78ce,пресконференція,easy,events,core,
w_ade0e9377b,прибиральниця,easy,professions,core,prybyranna
w_fc802f07fb,прибирання,easy,actions,core,prybyranna
w_91e5e0aaee,прибуття,easy,travel,core,
w_cd9bfc96e4,приватбанк,easy,brands,core,
w_778bf44835,привид,easy,people,core,
w_08d1335f82,привітання,easy,behavior,reject,
w_522b3c6ca4,приз,easy,abstract,reject,
w_599ec929d2,приїзд,easy,travel,core,
w_e9255ee72a,приймач,easy,technology,core,
w_44b5dcec2f,прийом,medium,events,core,
w_69e4f31d48,приклад,easy,abstract,reject,
w_6ddecd96d1,прикрість,hard,emotions,reject,
w_2db5459dbf,примирення,easy,relationships,reject,
w_193e4b791c,принтер,easy,technology,core,
w_265259d9f9,принц,easy,professions,core,prince
w_245c82e66b,принцеса,easy,professions,core,prince
w_a629d47422,принцип,medium,abstract,reject,
w_67a21d90a6,природознавство,easy,school,core,
w_8d14bb7f25,присідання,easy,actions,core,
w_09323aa5ef,приспів,easy,music,core,
w_5cf13b67c8,приставка,easy,games,core,
w_54dadafa08,пристань,easy,places,core,
w_fd608102b1,пристрасть,easy,emotions,reject,
w_560b19b120,причина,easy,abstract,reject,
w_c981f7547c,причіп,easy,transport,core,
w_73139e14b6,прищіпка,easy,home,core,
w_519d438c37,приятель,easy,people,core,
w_4165d49293,пробачення,easy,relationships,reject,
w_eae10531be,пробіжка,easy,actions,core,
w_0f5555e516,пробудження,easy,actions,core,
w_5c5ccc4fe6,провайдер,easy,internet,core,
w_e2322f6ba2,провина,easy,emotions,reject,
w_c3b5756e70,провітрювання,easy,actions,core,
w_4ae6efbbe0,провулок,easy,places,core,
w_be5ac65277,прогноз погоди,easy,tv,core,
w_88d38290a7,програма,easy,technology,core,programka
w_7fd5a4b038,програміст,easy,professions,core,programka
w_d585b6c942,прогулянка,easy,actions,core,
w_998a625cfd,продавець,easy,professions,core,
w_47c539b755,продаж,easy,work,core,
w_4116a1269c,проектор,easy,technology,core,projector
w_6d9481aaf7,проєкт,easy,work,core,
w_80e75bc883,прожектор,easy,movies,core,projector
w_d5263ad817,пролісок,hard,nature,core,
w_b602c57d22,пропуск,easy,work,core,
w_c99c038695,проспект,easy,places,core,
w_0eb8df01fb,простирадло,medium,home,core,
w_76a86dca25,простуда,easy,body,core,
w_bac64f855f,протест,easy,events,core,
w_8e2a326737,протокол,easy,work,core,
w_7bf4de9db4,професор,easy,professions,core,prof
w_6597397a50,профіль,easy,internet,core,
w_5b1e33e400,прохання,easy,behavior,reject,
w_ca820bcd48,процесор,easy,technology,core,prof
w_994357c6d0,прощавання,medium,actions,core,proschenna
w_fcf81dfa0a,прощання,easy,relationships,core,proschenna
w_821ec1dca5,пряма трансляція,medium,tv,core,prama
w_0380414d3b,прямий ефір,medium,internet,core,prama
w_27f4b3e328,пряник,easy,food,core,
w_20667483c6,психолог,easy,professions,core,psy
w_3db0bbe60d,пташеня,easy,animals,core,
w_8b7770e4ff,публіка,easy,people,core,
w_74b42693b1,пульс,easy,body,core,pult
w_138578b282,пума,easy,animals,core,
w_367683aa58,пункт незламності,medium,places,core,
w_790e85817a,пустеля,easy,nature,core,
w_06b7c3c339,путівка,easy,travel,core,pytivka
w_4d3e75af3e,путівник,medium,travel,core,pytivka
w_c35fc854dd,пуф,easy,home,core,
w_961d6d2b8a,пух,easy,animals,core,
w_a3c82798f5,пуховик,easy,clothing,core,
w_1b85df9f7c,пшоно,easy,food,core,
w_7139102227,пюре,easy,food,core,
w_d67b07364a,равлик,easy,animals,core,
w_4699e08079,радіо,easy,technology,core,
w_f16ad12c4d,радість,easy,emotions,core,
w_5f30e66c6d,район,easy,places,core,
w_9d41210ad9,рак,easy,animals,core,raketa
w_70c41945ee,ракетка,easy,sports,core,raketa
w_53373cdd52,раковина,medium,animals,core,
w_41c3747111,рамен,easy,food,core,
w_703d32fdac,рамка,easy,home,core,ramka
w_aa89faeff4,рана,easy,body,core,
w_e376561ea4,ранкове шоу,medium,tv,core,
w_572a51bf62,ранок,easy,events,core,
w_a0e4249b2c,рахат-лукум,medium,food,core,
w_30af97533a,рахунок,easy,sports,core,
w_d371c03cc4,ребро,easy,body,core,
w_ce9e3f7fba,ревність,easy,emotions,reject,
w_7a9ba78cf7,регбі,easy,sports,core,
w_a546f7b69e,ред бул,easy,brands,core,
w_8f8919cf7a,редис,easy,food,core,
w_dd0fb564f9,реєстрація,easy,internet,core,
w_25b7e56181,результат,easy,abstract,reject,
w_ef652e440f,резюме,easy,work,core,
w_a5f8112d44,рейв,easy,events,core,
w_bbbd876daa,рейс,easy,travel,core,
w_616d9a1564,реквізит,easy,movies,core,
w_6e2f9c2113,реклама,easy,tv,core,reklama
w_132de9fcbe,рекорд,easy,sports,core,
w_fc7cc5f90e,ректор,medium,professions,core,
w_6df2ba6669,рельси,easy,transport,core,
w_5fd981f544,ремікс,easy,music,core,
w_6083afbfde,ремінь,easy,clothing,core,
w_4c3a14c0e6,ремонт,easy,actions,core,
w_3690c56c15,реп,easy,music,core,
w_2e3bb7ce5a,репетитор,easy,professions,core,
w_5052132330,репліка,easy,movies,core,
w_47cc2dd69e,репортаж,easy,tv,core,
w_bd5853fc16,репост,easy,internet,core,
w_69b078f5b7,реферат,easy,school,core,
w_f97adb5651,рецепт,easy,food,core,
w_45b85d262f,риба,easy,animals,core,fish
w_b9c0e6a86f,риба-клоун,easy,animals,core,fish
w_2f6b5ffda9,риба-меч,medium,animals,core,fish
w_7146224dc0,акула-молот,medium,animals,core,fish
w_19fa8b7047,риба-пила,medium,animals,core,fish
w_e6dc3cd68b,рибалка,easy,professions,core,fish
w_2bbbf48adb,риболовля,easy,actions,core,fish
w_32ac825c3e,Рим,easy,cities,core,
w_fe224e035a,ринг,easy,sports,core,
w_73d5b21e82,ринок,easy,places,core,
w_38d572f305,рис,easy,food,core,rys
w_5c90d9f2f7,рись,easy,animals,core,rys
w_ab8b4a07df,ритм,easy,music,core,
w_c9cdf1da35,рівень,easy,tools,core,riven
w_54a846ef38,рівнина,easy,nature,core,riven
w_dffa1b7b90,рівняння,easy,science,reject,
w_c4a4a47bd9,ріг,easy,animals,core,
w_a037bc73d1,рідина,easy,science,core,
w_6e0fa965cf,Різдво,easy,holidays,core,
w_a77a316860,рій,easy,animals,core,
w_1e0360bcbe,рік,easy,events,core,
w_34ddf34f38,рілс,easy,internet,core,
w_59604f3f14,річка,easy,nature,core,river_pen
w_29534eec58,річниця,easy,events,core,
w_98a9cb5aa3,робота,easy,work,core,robot
w_f680d164f2,родзинки,easy,food,core,
w_c8834516e1,родина,easy,family,core,rodych
w_11c279bf24,родич,easy,family,core,rodych
w_431e59e298,родичі,easy,family,core,rodych
w_95d5a030f4,родичка,easy,family,core,rodych
w_098b651e6d,розбійник,easy,people,core,
w_5336a23999,розв'язка,easy,places,core,
w_0c9d3bb4a9,розворот,easy,actions,core,
w_e6515ed776,роздягальня,easy,places,core,
w_46b3e82274,розклад,easy,school,core,
w_f99debc802,розлучення,easy,relationships,core,
w_35b69239b4,розминка,easy,actions,core,
w_1038ef6282,розмова,easy,actions,core,
w_c6e0834850,розписка,easy,work,core,
w_1d1860799d,розповідь,easy,actions,core,
w_aaeb7bf6f0,розпродаж,easy,work,core,
w_7b63df2650,розрив,easy,relationships,core,
w_5fcb0d23f7,розслаблення,easy,emotions,reject,
w_8f561a74c8,розставання,medium,relationships,reject,
w_d0766293ca,розчарування,medium,emotions,reject,
w_3aef1752fe,розчин,easy,science,reject,
w_b5cbcd9cbc,рок,easy,music,core,
w_6ac3a26e1b,роли,easy,food,core,
w_0797b00076,роль,medium,movies,core,
w_ec78136518,ром,easy,drinks,core,
w_b9ac3c6c24,ромашка,easy,nature,core,
w_12fe557432,роса,easy,nature,core,
w_edee67b408,росомаха,easy,animals,core,
w_7942aca48d,рот,easy,body,core,
w_2f2aa8019e,роутер,medium,technology,core,
w_cf048294c1,рошен,easy,brands,core,
w_f1d02e5524,рояль,easy,music,core,
w_fb0617c987,руїни,easy,history,reject,
w_38c9a88d5e,рука,easy,body,core,river_pen
w_9baeb3e4a9,рукав,easy,clothing,core,river_pen
w_fa0bcb501c,рукавиці,easy,clothing,core,river_pen
w_2b41a05b72,рукавички,easy,clothing,core,river_pen
w_ab9155c48f,рулетка,easy,tools,core,
w_c6e77be090,русалка,easy,people,core,
w_bd35d68f6a,ручка,easy,school,core,river_pen
w_440de0ec2e,ручна поклажа,easy,travel,core,
w_0a62c0a4ff,рушник,easy,home,core,
w_6d94877656,рюкзак,easy,school,core,
w_303387e303,ряжанка,medium,drinks,core,
w_af219ddc2d,рятування,medium,actions,core,
w_020caccd24,сад,easy,nature,core,sad
w_bb1823b133,садівник,easy,professions,core,sad
w_337594f721,садок,easy,places,core,sad
w_d3b3b8c2b8,сайт,easy,technology,core,
w_0a3ca26317,салат,easy,food,core,salad_robe
w_789bb91288,сало,easy,food,core,
w_6e69b268ee,салют,easy,holidays,core,
w_5f8faaf404,салямі,easy,food,core,
w_ebd13c5399,самбука,easy,drinks,core,
w_b68de353a7,самогон,easy,drinks,core,
w_2a3bf383df,самокат,easy,transport,core,
w_b16edf5fdb,самотність,medium,emotions,reject,
w_0aa1bed7f4,самсунг,easy,brands,core,
w_77ff7259d6,санаторій,easy,places,core,
w_8cbc4564ec,сангрія,easy,drinks,core,
w_014c22adb6,сандалі,easy,clothing,core,
w_474eff2ee0,сани,easy,transport,core,sani
w_5d35540bca,сантехнік,easy,professions,core,
w_f211d98de8,санчата,easy,sports,core,sani
w_c262a33f87,сапа,easy,tools,core,
w_7fae40cd9a,сарай,easy,places,core,
w_18d6e45a11,сарафан,easy,clothing,core,
w_1f0d19afcf,сардина,easy,animals,core,
w_1d6555478c,сафарі,easy,travel,core,
w_9e5c10f706,сварка,easy,relationships,core,
w_5c649bfc9f,сват,medium,family,core,swat
w_68d9585d57,светр,easy,clothing,core,
w_2ffb5c4540,свиня,easy,animals,core,
w_385c1d8173,свист,easy,actions,core,svist
w_ee41c2c422,свисток,easy,sports,core,svist
w_083806ab94,свідок,easy,people,core,
w_9f779cf9f9,світло,easy,science,core,
w_e347e4d4f0,світлофор,easy,transport,core,
w_0e4e7f2f60,світлячок,easy,animals,core,
w_7862625222,свічка,easy,home,core,
w_2f60c10be6,свобода,easy,abstract,core,
w_02cd6260aa,свояк,hard,family,core,
w_562117ded8,свято,easy,holidays,core,
w_56d5f56d79,священик,easy,professions,core,
w_91b90b628e,сеанс,easy,movies,core,
w_ccf4e16bf5,Севастополь,easy,cities,core,
w_808ab89e7b,сейф,easy,work,core,
w_74a56388ea,секатор,easy,tools,core,
w_2de08edec6,секретар,easy,professions,core,
w_5dbcff22d6,секунда,easy,events,core,
w_98288749de,секундомір,easy,sports,core,
w_6840f0d799,село,easy,places,core,
w_89b30cb083,селфі,easy,actions,core,selo
w_7659eedaee,селянин,easy,people,core,selo
w_8edab8aae2,семінар,easy,school,core,
w_31f8ad60ea,сенс,hard,abstract,reject,
w_2cddbed183,сенсор,medium,technology,core,
w_a49bbef04f,сервер,easy,technology,core,
w_63ed2d1246,серветка,easy,home,core,
w_2d269aedca,сервірування,hard,actions,core,
w_8e0d50f3b9,середа,easy,events,core,
w_31ce4f195e,сережки,easy,clothing,core,
w_5a084b662b,серенада,medium,music,core,
w_7d83b16566,серіал,easy,movies,core,
w_66a4a38026,серфінг,easy,sports,core,
w_4b96049cb3,серце,easy,body,core,
w_3fcff1de00,сестра,easy,family,core,
w_f09d94ea47,сигнал,easy,abstract,core,
w_6dcbe3bef6,сидр,easy,drinks,core,
w_2fcdb9d858,сила,easy,science,core,
w_15ab9e4ed4,син,easy,family,core,
w_03ad888729,синець,easy,body,core,blue
w_d07e9de024,синиця,medium,animals,core,blue
w_8fb132bbbe,сир,easy,food,core,
w_c37b82f382,сирена,easy,events,core,
w_428aac99a7,сирник,easy,food,core,
w_c805be387b,сирота,easy,people,core,
w_a566b29f73,Сідней,easy,cities,core,
w_e52c3a10df,сік,easy,drinks,core,
w_3c70c8a33d,сіль,easy,food,core,
w_413ce3bdb9,сільпо,easy,brands,core,
w_297851e4fb,сім-карта,easy,technology,core,
w_b6738f62a1,сім'я,easy,family,core,
w_f0f7604a9d,сірник,easy,tools,core,
w_1c75b951f9,сітка,easy,sports,core,
w_e1da947ec4,скакалка,easy,sports,core,
w_f995ce2751,сканер,easy,technology,core,
w_055fa8d00d,скарб,easy,abstract,core,
w_8ef7bf25cc,скатертина,easy,home,core,
w_63e2fdf160,скафандр,easy,clothing,core,
w_749879c15c,скейтборд,easy,sports,core,
w_1878aa5e44,скелет,easy,science,reject,
w_f5c8fb9379,скеля,easy,nature,core,
w_9dc97943ab,склад,easy,places,core,
w_c3691a36dc,склянка,easy,home,core,
w_323a329fb1,сковорода,easy,home,core,
w_1d4a3c728f,скорпіон,easy,animals,core,
w_2512a218b1,скотч,easy,tools,core,
w_cebb5ca399,скрипка,easy,music,core,
w_e4b0cb98f3,скріншот,easy,technology,core,
w_1de9b12e87,скульптура,easy,movies,core,sculptor_root
w_d99a523b56,скунс,easy,animals,core,
w_4d6bc39e23,скутер,easy,transport,core,
w_8eceb30965,слива,easy,food,core,slyva
w_7cb5e812df,слина,easy,body,core,slyva
w_007873f64b,слинявчик,easy,clothing,core,
w_fc9f6db98d,словник,easy,school,core,
w_f56eb6c35a,слово,easy,abstract,core,
w_4c28c7787b,слон,easy,animals,core,
w_976478232b,слухач,easy,people,core,
w_dbcf7dfe74,сльози,easy,emotions,core,
w_ba8e6e7f69,смажити,easy,actions,core,
w_c79a4060ed,смайлик,easy,internet,core,
w_2642249660,смак,easy,abstract,core,
w_0baf13b5c4,смартфон,easy,technology,core,
w_fd56fd108f,сметана,easy,food,core,
w_a50acc9787,смітник,easy,places,core,trash
w_aba620892e,сміттяр,medium,professions,core,trash
w_36caeb3d19,сміх,easy,emotions,core,
w_6056f74929,смокінг,easy,clothing,core,
w_cd89b26e38,смола,easy,nature,core,
w_ede67f4895,смородина,easy,food,core,
w_e13fe4e938,смс,easy,technology,core,
w_6e93b16a7b,смузі,easy,drinks,core,
w_d7ab54ad1e,смуток,medium,emotions,reject,
w_023497ef0e,сніг,easy,nature,core,snow
w_681e5802bd,сніговик,easy,holidays,core,snow
w_11a9088286,снігопад,easy,nature,core,snow
w_214abfe332,снігохід,easy,transport,core,snow
w_4c7dc5ab3f,сніданок,easy,food,core,
w_8773be81ef,сніжинка,easy,nature,core,snow
w_5df30348a8,сніжок,medium,drinks,core,snow
w_5eeb8e3d33,снікерс,easy,brands,core,
w_ee0d4e98b7,сноуборд,easy,sports,core,
w_c1ca9945c2,собака,easy,animals,core,
w_18d88b2844,собор,easy,history,core,
w_ce82c8b5e4,сова,easy,animals,core,
w_f2a7135b4b,совок,easy,home,core,
w_57620d0442,сокира,easy,tools,core,
w_9a4a2cd217,сокіл,medium,animals,core,
w_625672426b,соло,easy,music,core,
w_d2d11fa1b9,соловей,easy,animals,core,
w_96f8ff047d,солодощі,easy,food,core,
w_f32583e01e,солянка,easy,food,core,
w_bd611e6c33,сом,easy,animals,core,son
w_e6e87d6d5f,сон,easy,body,core,son
w_49b21f2eb0,сонечко,easy,animals,core,son
w_5dde87d561,сонливість,easy,body,core,
w_8aaf5642d0,сонце,easy,nature,core,son
w_2c042c999a,соняшник,easy,nature,core,son
w_5ce3d82779,сопілка,easy,music,core,
w_5163a4c5e2,сорока,easy,animals,core,soroka
w_aa51d71a3e,сороконіжка,easy,animals,core,
w_43239691b4,сором,easy,emotions,reject,
w_3c5da734f4,сором'язливість,easy,personality,core,
w_853dd122b0,сорочка,easy,clothing,core,soroka
w_3380fd3fc0,сортування,easy,actions,core,
w_cbabda4dbe,сосиска,easy,food,core,
w_ff64faa6c4,сосна,easy,nature,core,
w_ffda293b80,соус,easy,food,core,
w_39e90dd36d,спадщина,easy,history,reject,
w_b05e687064,спальник,easy,travel,core,
w_aabd7588e6,спальня,easy,home,core,
w_de5c3d163d,спам,easy,internet,core,
w_5058c394e5,спека,easy,nature,core,
w_39a8ebd378,спеції,easy,food,core,
w_91a5b2d322,спина,easy,body,core,
w_8ace821ce1,співак,easy,professions,core,
w_a4d7ed57c5,співбесіда,easy,work,core,
w_64d6d02faf,співчуття,easy,emotions,reject,
w_4f643a452b,спідниця,easy,clothing,core,
w_763e4224f8,спілкування,easy,relationships,core,
w_01242e1fee,спінер,easy,games,core,
w_3b8d3ca5fd,сплячка,easy,animals,core,
w_768f5dbe29,сповіщення,easy,internet,core,
w_6629feb5b3,спойлер,easy,movies,core,
w_97bca490bf,спокій,easy,emotions,core,
w_3d292446a2,спокуса,easy,behavior,reject,
w_f6c7e794a6,спортзал,easy,places,core,sport
w_298e7812b1,спуск,easy,actions,core,
w_18279461e1,ставок,easy,nature,core,
w_1318643a6b,стадіон,easy,places,core,
w_13266b4a1f,стадо,easy,animals,core,
w_38b0d39e96,Стамбул,easy,cities,core,
w_ddf1136d08,станція,easy,places,core,
w_3c5ed87b23,Старлінк,easy,brands,core,
w_d4965fc9e4,староста,easy,school,core,
w_4296253f16,старт,easy,sports,core,
w_ca80cc7d7d,стейк,easy,food,core,
w_8b7900dfa9,стеля,easy,home,core,stels
w_4117ef00a0,стендап,easy,tv,core,
w_cbeee1e2c8,Стефанія,easy,music,core,
w_15ee01dd85,стиль,easy,abstract,core,
w_4888493e05,стікер,easy,internet,core,
w_e542662a68,стіл,easy,home,core,stil
w_02719dc883,стілець,easy,home,core,stil
w_c11a1e7d38,стіна,easy,home,core,stil
w_acc74c728b,стовбур,easy,nature,core,
w_48afed59d9,столиця,easy,places,core,
w_78428d2e85,столяр,easy,professions,core,
w_fc19dd360c,стоматолог,easy,professions,core,
w_6484ad02c5,стопа,easy,body,core,
w_2344d28c0c,сторіс,easy,internet,core,
w_3b95d2fd2a,страва,easy,food,core,
w_dac27235d7,страус,easy,animals,core,
w_b59d399030,страх,easy,emotions,core,
w_cffbacc53d,страховка,easy,travel,core,
w_956ff72279,стрес,easy,emotions,reject,
w_c38f742843,стрибок,easy,actions,core,jump
w_c03938923b,стрижка,easy,actions,core,stryj
w_f4ce5c92f8,стрімер,easy,professions,core,
w_af6efde757,струмок,easy,nature,core,
w_9bded2260a,струна,easy,music,core,
w_38107313dd,студент,easy,professions,core,
w_c2cf1ecf46,студія,easy,tv,core,
w_fc672a7fa9,стукіт,easy,actions,core,
w_5339a010fe,стюардеса,easy,professions,core,
w_27ab2ee2dc,субота,easy,events,core,
w_1ea197d779,субсидія,medium,society,reject,
w_f96eb4db23,субтитри,easy,movies,core,
w_43fc0b20d9,сувенір,easy,travel,core,
w_99bb1cfda3,суворий,easy,personality,core,
w_841b2c562b,суглоб,easy,body,core,
w_8b55b49e86,суд,easy,places,core,sud
w_335c2a6ce0,суддя,easy,professions,core,sud
w_048adc9656,судома,easy,body,core,
w_9518f92307,сукня,easy,clothing,core,
w_22f1eeff41,сулугуні,easy,food,core,
w_8a56dedbf2,сум,easy,emotions,core,
w_0da4acc008,сумка,easy,home,core,
w_8d78715056,сумнів,easy,emotions,reject,
w_f61df26456,суп,easy,food,core,
w_54c1db241f,супергерой,easy,people,core,
w_69e6efd3f4,суперник,easy,sports,core,
w_0e586bc073,сусід,easy,people,core,neighbor_root
w_93c6634d13,сусідка,easy,people,core,neighbor_root
w_955c9ca1c5,суфлер,medium,movies,core,
w_c153e86185,сухарик,easy,food,core,
w_de8ef581ae,сухофрукти,easy,food,core,
w_98df815895,сушарка,easy,home,core,
w_3fa3256c1e,суші,easy,food,core,
w_d044f44843,схил,easy,nature,core,
w_545dd580de,схід,easy,travel,core,
w_ffca8463e3,сходи,easy,home,core,
w_07af073ebf,сценарій,easy,movies,core,scena
w_7e75d5b17e,сьогодні,easy,events,core,
w_3aa7e5c3ff,табель,easy,school,core,
w_3ae7c9b7c8,таблетка,easy,body,core,
w_f120cdfbda,табло,easy,sports,core,
w_e6fce84182,табуретка,easy,home,core,
w_7cd545689d,таємниця,easy,abstract,reject,
w_cb2065ee10,тайга,medium,nature,core,
w_30286a58ab,тайм,easy,sports,core,
w_9ffdde697c,таксист,easy,professions,core,taxi
w_f8038751c7,таксі,easy,transport,core,taxi
w_9803fb0cb8,талант,easy,personality,reject,
w_146d94297e,талант-шоу,medium,tv,core,
w_263ff53293,талія,easy,body,core,
w_34bb4c18c4,танго,medium,music,core,
w_e9d3ac6813,танець,easy,actions,core,
w_3d2fa5a71e,танцюрист,easy,professions,core,
w_64ca621e81,тарантул,easy,animals,core,
w_c41ab37f0a,тариф,easy,society,reject,
w_8a9a40896b,тарілка,easy,home,core,
w_f09e6f5598,тархун,easy,drinks,core,
